departamento,provincia,municipio,codigo,tipo,nacion_pueblo,casos,porcentaje_indigena_sobre_indigena,poblacion,porcentaje_indigena_poblacion_total,año
COCHABAMBA,CAPINOTA,SICAYA,030703,A ,AYMARA,4,0.12,3740,0.107,2012
COCHABAMBA,CAPINOTA,SICAYA,030703,A ,QUECHUA,3307,99.7,3740,88.422,2012
COCHABAMBA,CAPINOTA,SICAYA,030703,B ,GUARANI,3,0.09,3740,0.08,2012
COCHABAMBA,CAPINOTA,SICAYA,030703,B ,ITONOMA,1,0.03,3740,0.027,2012
COCHABAMBA,CAPINOTA,SICAYA,030703,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,2,0.06,3740,0.053,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,A ,AYMARA,89,0.6,21899,0.406,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,A ,QUECHUA,14405,96.83,21899,65.779,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,AFROBOLIVIANO,4,0.03,21899,0.018,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,AYOREO,1,0.01,21899,0.005,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,CHIQUITANO,4,0.03,21899,0.018,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,GUARANI,9,0.06,21899,0.041,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,ITONOMA,16,0.11,21899,0.073,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,MACHINERI,1,0.01,21899,0.005,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,MOJEÑO,2,0.01,21899,0.009,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,MOVIMA,1,0.01,21899,0.005,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,B ,YURACARÉ,50,0.34,21899,0.228,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,C ,ORINOCA,1,0.01,21899,0.005,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,C ,ORIGINARIO,2,0.01,21899,0.009,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,C ,CAMPESINO,283,1.9,21899,1.292,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,C ,INDÍGENA,7,0.05,21899,0.032,2012
COCHABAMBA,GERMÁN JORDÁN,CLIZA,030801,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,1,0.01,21899,0.005,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,A ,AYMARA,19,0.33,7057,0.269,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,A ,QUECHUA,5734,98.18,7057,81.253,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,B ,AFROBOLIVIANO,6,0.1,7057,0.085,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,B ,GUARANI,2,0.03,7057,0.028,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,B ,ITONOMA,5,0.09,7057,0.071,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,C ,CAMPESINO,73,1.25,7057,1.034,2012
COCHABAMBA,GERMÁN JORDÁN,TOCO,030802,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,1,0.02,7057,0.014,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,A ,AYMARA,122,4.39,5542,2.201,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,A ,QUECHUA,2593,93.37,5542,46.788,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,B ,AFROBOLIVIANO,2,0.07,5542,0.036,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,B ,AYOREO,1,0.04,5542,0.018,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,B ,ESSE EJJA,1,0.04,5542,0.018,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,B ,GUARANI,1,0.04,5542,0.018,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,B ,ITONOMA,7,0.25,5542,0.126,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,B ,LECO,2,0.07,5542,0.036,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,C ,CHICHAS,2,0.07,5542,0.036,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,C ,CAMPESINO,45,1.62,5542,0.812,2012
COCHABAMBA,GERMÁN JORDÁN,TOLATA,030803,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,1,0.04,5542,0.018,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,A ,AYMARA,5708,11.82,137182,4.161,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,A ,QUECHUA,40540,83.96,137182,29.552,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,AFROBOLIVIANO,178,0.37,137182,0.13,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,AYOREO,6,0.01,137182,0.004,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,BAURE,4,0.01,137182,0.003,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,CANICHANA,2,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,CAYUBABA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,CHACOBO,2,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,CHIQUITANO,64,0.13,137182,0.047,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,URU CHIPAYAS,3,0.01,137182,0.002,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,ESSE EJJA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,GUARAYO,11,0.02,137182,0.008,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,GUARANI,75,0.16,137182,0.055,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,ITONOMA,150,0.31,137182,0.109,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,LECO,26,0.05,137182,0.019,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,MAROPA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,MOJEÑO,30,0.06,137182,0.022,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,TRINITARIO,6,0.01,137182,0.004,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,MOSETÉN,4,0.01,137182,0.003,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,MOVIMA,17,0.04,137182,0.012,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,URUS,5,0.01,137182,0.004,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,PACAHUARA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,SIRIONÓ,3,0.01,137182,0.002,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,TACANA,3,0.01,137182,0.002,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,TSIMANE CHIMAN,15,0.03,137182,0.011,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,WEENAYEK,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,YUKI,3,0.01,137182,0.002,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,YURACARÉ,20,0.04,137182,0.015,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,B ,MOJEÑO,2,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,ANDAMARCA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,AROMA,4,0.01,137182,0.003,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CHALLAPATA,4,0.01,137182,0.003,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CHAQUI,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CHAYANTA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CHICHAS,30,0.06,137182,0.022,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CHULLPAS,2,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CORQUE,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,JACH'A PACAJAQUI,3,0.01,137182,0.002,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,JACHA CARANGAS,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,LAGUNILLAS,6,0.01,137182,0.004,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,PAMPA AULLAGAS,2,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,QOLLAS,5,0.01,137182,0.004,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,SUYU CHARCAS,2,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,SUYU SURA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,TINQUIPAYA,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,TOTORA MARKA,10,0.02,137182,0.007,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,UCUMASI,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,URMIRI DE QUILLACAS,1,0,137182,0.001,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,YAMPARA,4,0.01,137182,0.003,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,ORIGINARIO,27,0.06,137182,0.02,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,CAMPESINO,1098,2.27,137182,0.8,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,INDÍGENA,165,0.34,137182,0.12,2012
COCHABAMBA,QUILLACOLLO,QUILLACOLLO,030901,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,33,0.07,137182,0.024,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,A ,AYMARA,917,3.94,41571,2.206,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,A ,QUECHUA,20735,89,41571,49.879,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,AFROBOLIVIANO,87,0.37,41571,0.209,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,AYOREO,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,CHIQUITANO,5,0.02,41571,0.012,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,ESSE EJJA,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,GUARAYO,2,0.01,41571,0.005,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,GUARANI,12,0.05,41571,0.029,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,ITONOMA,49,0.21,41571,0.118,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,JOAQUINIANO,3,0.01,41571,0.007,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,KALLAWAYA,6,0.03,41571,0.014,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,MOJEÑO,3,0.01,41571,0.007,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,URUS,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,TACANA,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,TSIMANE CHIMAN,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,B ,YURACARÉ,4,0.02,41571,0.01,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,CHAYANTA,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,CHICHAS,1,0,41571,0.002,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,QOLLAS,2,0.01,41571,0.005,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,ORIGINARIO,40,0.17,41571,0.096,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,CAMPESINO,1196,5.13,41571,2.877,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,INDÍGENA,218,0.94,41571,0.524,2012
COCHABAMBA,QUILLACOLLO,SIPESIPE,030902,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,13,0.06,41571,0.031,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,A ,AYMARA,2115,11.26,53904,3.924,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,A ,QUECHUA,15781,84.02,53904,29.276,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,AFROBOLIVIANO,57,0.3,53904,0.106,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,ARAONA,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,BAURE,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,CHIQUITANO,15,0.08,53904,0.028,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,ESSE EJJA,2,0.01,53904,0.004,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,GUARAYO,6,0.03,53904,0.011,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,GUARANI,49,0.26,53904,0.091,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,ITONOMA,115,0.61,53904,0.213,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,JOAQUINIANO,2,0.01,53904,0.004,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,MAROPA,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,MOJEÑO,26,0.14,53904,0.048,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,MOSETÉN,6,0.03,53904,0.011,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,MOVIMA,10,0.05,53904,0.019,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,PACAHUARA,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,TACANA,6,0.03,53904,0.011,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,TSIMANE CHIMAN,17,0.09,53904,0.032,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,YUKI,2,0.01,53904,0.004,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,B ,YURACARÉ,11,0.06,53904,0.02,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,AYLLU KACACHACA,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,CHAYANTA,10,0.05,53904,0.019,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,CHICHAS,5,0.03,53904,0.009,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,HUARI,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,PAMPA AULLAGAS,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,QOLLAS,11,0.06,53904,0.02,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,SABAYA,2,0.01,53904,0.004,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,SUYU CHARCAS,1,0.01,53904,0.002,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,TINQUIPAYA,6,0.03,53904,0.011,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,TOTORA MARKA,3,0.02,53904,0.006,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,YAMPARA,3,0.02,53904,0.006,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,ORIGINARIO,18,0.1,53904,0.033,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,INTERCULTURAL,3,0.02,53904,0.006,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,CAMPESINO,390,2.08,53904,0.724,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,INDÍGENA,87,0.46,53904,0.161,2012
COCHABAMBA,QUILLACOLLO,TIQUIPAYA,030903,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,16,0.09,53904,0.03,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,A ,AYMARA,3436,13.53,51968,6.612,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,A ,QUECHUA,21171,83.38,51968,40.739,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,AFROBOLIVIANO,74,0.29,51968,0.142,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,AYOREO,3,0.01,51968,0.006,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,BAURE,2,0.01,51968,0.004,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,CANICHANA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,CAVINEÑO,2,0.01,51968,0.004,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,CHIQUITANO,29,0.11,51968,0.056,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,URU CHIPAYAS,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,ESSE EJJA,2,0.01,51968,0.004,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,GUARAYO,8,0.03,51968,0.015,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,GUARANI,38,0.15,51968,0.073,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,ITONOMA,61,0.24,51968,0.117,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,KALLAWAYA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,LECO,9,0.04,51968,0.017,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,MOJEÑO,9,0.04,51968,0.017,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,TRINITARIO,4,0.02,51968,0.008,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,MOSETÉN,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,MOVIMA,4,0.02,51968,0.008,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,URUS,4,0.02,51968,0.008,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,SIRIONÓ,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,TACANA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,TSIMANE CHIMAN,4,0.02,51968,0.008,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,WEENAYEK,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,YUKI,2,0.01,51968,0.004,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,B ,YURACARÉ,5,0.02,51968,0.01,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,AYLLU KACACHACA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,CHALLAPATA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,CHICHAS,3,0.01,51968,0.006,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,QOLLAS,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,TINQUIPAYA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,YAMPARA,1,0,51968,0.002,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,ORIGINARIO,10,0.04,51968,0.019,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,CAMPESINO,400,1.58,51968,0.77,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,INDÍGENA,85,0.33,51968,0.164,2012
COCHABAMBA,QUILLACOLLO,VINTO,030904,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,15,0.06,51968,0.029,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,A ,AYMARA,1861,13.92,51990,3.58,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,A ,QUECHUA,10776,80.63,51990,20.727,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,AFROBOLIVIANO,60,0.45,51990,0.115,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,ARAONA,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,AYOREO,3,0.02,51990,0.006,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,BAURE,3,0.02,51990,0.006,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,CAVINEÑO,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,CHIQUITANO,21,0.16,51990,0.04,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,BÉSIRO,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,URU CHIPAYAS,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,GUARAYO,6,0.04,51990,0.012,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,GUARANI,37,0.28,51990,0.071,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,ITONOMA,120,0.9,51990,0.231,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,JOAQUINIANO,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,LECO,11,0.08,51990,0.021,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,MAROPA,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,REYESANO,3,0.02,51990,0.006,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,MOJEÑO,22,0.16,51990,0.042,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,TRINITARIO,9,0.07,51990,0.017,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,MOSETÉN,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,MOVIMA,9,0.07,51990,0.017,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,URUS,3,0.02,51990,0.006,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,SIRIONÓ,8,0.06,51990,0.015,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,TACANA,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,TSIMANE CHIMAN,6,0.04,51990,0.012,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,YURACARÉ,12,0.09,51990,0.023,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,B ,MOJEÑO,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,AROMA,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CHALLAPATA,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CHAYANTA,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CHICHAS,32,0.24,51990,0.062,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CHULLPAS,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CORQUE,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CURAHUARA DE CARANGAS,4,0.03,51990,0.008,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,JACH'A PACAJAQUI,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,QOLLAS,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,SABAYA,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,SUYU CHARCAS,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,TINQUIPAYA,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,TOTORA MARKA,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,YAMPARA,2,0.01,51990,0.004,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,YAPACANÍ,1,0.01,51990,0.002,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,ORIGINARIO,23,0.17,51990,0.044,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,CAMPESINO,225,1.68,51990,0.433,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,INDÍGENA,64,0.48,51990,0.123,2012
COCHABAMBA,QUILLACOLLO,COLCAPIRHUA,030905,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,14,0.1,51990,0.027,2012
COCHABAMBA,CHAPARE,SACABA,031001,A ,AYMARA,4068,6.02,172466,2.359,2012
COCHABAMBA,CHAPARE,SACABA,031001,A ,QUECHUA,59351,87.88,172466,34.413,2012
COCHABAMBA,CHAPARE,SACABA,031001,B ,AFROBOLIVIANO,298,0.44,172466,0.173,2012
COCHABAMBA,CHAPARE,SACABA,031001,B ,ARAONA,3,0,172466,0.002,2012
COCHABAMBA,CHAPARE,SACABA,031001,B ,AYOREO,1,0,172466,0.001,2012
COCHABAMBA,CHAPARE,SACABA,031001,B ,BAURE,6,0.01,172466,0.003,2012
